Date,Name / Description,Expense/Income,Amount (EUR)
2023-09-21 09:16:00.205231,Medical Checkup,Income,352.46
2023-09-21 09:36:44.036644,Credit Card Payment,Income,323.89
2023-09-21 09:57:33.459080,Tutoring Services,Expense,11.48
2023-09-21 10:04:29.904958,Pet Supplies,Income,468.39
2023-09-21 13:02:04.681202,Movie Theater,Expense,39.57
2023-09-21 13:14:04.930849,Anniversary Gift,Expense,158.69
2023-09-21 16:59:49.263156,Landscaping,Income,307.64
2023-09-21 17:13:38.002256,Yacht Charter,Income,35.57
2023-09-21 21:19:03.698268,Credit Card Payment,Expense,60.54
2023-09-21 22:20:33.458788,New Car Purchase,Expense,361.58
2023-09-21 22:23:43.162898,Funeral Expenses,Expense,448.07
2023-09-22 01:17:50.062608,Property Tax,Expense,372.93
2023-09-22 07:55:35.945635,Used Car Purchase,Income,165.65
2023-09-22 10:14:36.668920,Sewer Bill,Expense,361.33
2023-09-22 11:29:48.800790,Plumbing Service,Expense,239.92
2023-09-22 17:34:44.017149,Window Cleaning,Income,116.18
2023-09-22 20:42:19.601074,Mortgage Payment,Income,387.2
2023-09-23 00:45:46.851400,Income Tax Payment,Income,262.76
2023-09-23 02:02:23.716431,Walmart Groceries,Income,207.87
2023-09-23 02:40:10.330747,Medical Expense,Expense,238.07
2023-09-23 05:08:14.266832,Foreign Transaction Fee,Expense,243.94
2023-09-23 06:44:22.895452,Septic Tank Service,Income,98.32
2023-09-23 06:47:42.147454,Storage Unit Rental,Expense,28.64
2023-09-23 10:43:09.486630,Amazon Purchase,Income,211.03
2023-09-23 12:10:22.718809,Hotel Stay,Expense,172.46
2023-09-23 15:31:42.063180,Side Gig Income,Income,156.8
2023-09-23 16:16:29.878901,Holiday Shopping,Income,183.91
2023-09-23 17:57:54.852064,Window Cleaning,Expense,101.16
2023-09-23 22:11:42.899554,Subscription Renewal,Expense,343.1
2023-09-23 22:53:43.584897,Credit Report Fee,Income,417.78
2023-09-23 23:56:07.912057,Home Insurance,Expense,147.65
2023-09-24 03:01:37.689067,Online Shopping,Income,8.42
2023-09-24 05:00:23.872238,Roof Repair,Income,182.93
2023-09-24 09:57:29.239846,Concert Tickets,Income,218.9
2023-09-24 21:05:37.466237,New Car Purchase,Expense,202.88
2023-09-24 23:57:55.992074,Sales Tax,Income,213.92
2023-09-25 03:27:48.456967,Online Marketplace,Income,54.62
2023-09-25 10:21:13.159218,Funeral Expenses,Expense,163.84
2023-09-25 10:22:09.109044,Monthly Rent,Expense,314.76
2023-09-25 12:07:40.399469,Course Fees,Expense,416.08
2023-09-25 12:36:41.586806,Natural Gas Bill,Income,262.69
2023-09-25 16:43:15.456033,Car Fuel,Income,389.84
2023-09-25 18:12:43.207961,Coffee Shop,Expense,343.72
2023-09-25 23:02:09.070792,Streaming Service,Expense,52.75
2023-09-26 06:09:49.775334,Travel Insurance,Expense,353.12
2023-09-26 06:27:57.864284,Luxury Car Lease,Income,95.05
2023-09-26 08:44:27.235075,Birthday Gift,Income,424.2
2023-09-26 09:23:56.123560,Parking Fee,Income,221.14
2023-09-26 10:58:24.793992,Window Cleaning,Expense,464.7
2023-09-26 11:30:56.220929,Computer Purchase,Income,291.27
2023-09-26 19:20:11.774690,Childcare Services,Expense,117.28
2023-09-26 20:03:03.868759,Home Cleaning,Income,340.06
2023-09-26 20:08:15.478972,Pharmacy,Income,374.78
2023-09-26 21:13:26.811209,Car Registration,Income,209.0
2023-09-27 01:07:53.530608,Accountant Fees,Expense,58.03
2023-09-27 01:52:37.768030,Roof Repair,Expense,153.92
2023-09-27 02:56:57.397197,Online Course,Expense,211.38
2023-09-27 03:02:53.601228,Pet Supplies,Income,330.55
2023-09-27 07:27:38.284479,Storage Unit Rental,Income,98.86
2023-09-27 09:01:10.982408,Online Shopping,Income,229.02
2023-09-27 09:35:19.912972,Hotel Stay,Expense,125.38
2023-09-27 09:54:10.235998,Travel Insurance,Expense,331.21
2023-09-27 11:01:08.225229,Moving Service,Income,200.21
2023-09-27 12:24:14.435243,Software License,Income,337.1
2023-09-27 13:22:36.798180,Art Gallery Purchase,Expense,332.26
2023-09-27 14:08:25.786333,Optometry Visit,Income,195.07
2023-09-27 14:59:39.377503,Golf Course,Expense,424.88
2023-09-27 15:14:55.230955,Uber Ride,Expense,129.79
2023-09-27 18:12:37.007954,Ski Resort,Income,7.62
2023-09-27 19:12:23.117958,Car Repair,Expense,11.37
2023-09-27 21:14:10.272973,Video Game,Income,319.18
2023-09-28 01:18:52.810498,Side Gig Income,Income,361.33
2023-09-28 03:12:02.652438,Landscaping,Expense,358.53
2023-09-28 04:21:33.626274,Investment Brokerage Fee,Expense,234.79
2023-09-28 06:30:10.148017,Credit Report Fee,Expense,335.98
2023-09-28 06:46:30.152251,New Car Purchase,Expense,325.46
2023-09-28 08:40:13.025975,Netflix Subscription,Expense,455.79
2023-09-28 09:47:08.197581,Used Car Purchase,Income,294.99
2023-09-28 14:15:30.271223,Fitness Equipment,Income,412.1
2023-09-28 14:19:35.859926,Golf Club Membership,Income,186.01
2023-09-28 16:00:23.649969,Electrician Service,Expense,175.48
2023-09-28 16:21:52.150449,Sporting Goods,Expense,191.0
2023-09-28 16:46:14.929482,Department Store,Expense,224.66
2023-09-28 17:12:44.244482,Used Car Purchase,Expense,48.3
2023-09-28 18:00:25.882326,Car Repair,Income,140.47
2023-09-28 18:31:15.322801,Uber Ride,Income,467.72
2023-09-28 19:55:35.103630,Background Check,Expense,423.57
2023-09-28 20:06:07.451490,Plumbing Service,Income,277.26
2023-09-29 00:15:16.538697,Fishing License,Income,129.38
2023-09-29 02:58:58.261006,Loan Repayment,Expense,239.98
2023-09-29 04:28:32.530929,Spotify Subscription,Income,182.54
2023-09-29 04:47:05.755696,Internet Bill,Income,81.5
2023-09-29 04:51:37.353883,Career Counseling,Expense,19.33
2023-09-29 05:23:01.176374,Hiking Gear,Income,339.4
2023-09-29 11:21:45.919347,Gifts & Cards,Income,193.86
2023-09-29 11:25:23.415292,Office Supplies,Income,96.29
2023-09-29 13:49:53.560976,Medical Expense,Expense,152.43
2023-09-29 14:29:01.117629,Freelance Work,Expense,229.78
2023-09-29 15:59:23.385373,Uber Ride,Income,268.61
2023-09-29 16:20:14.466034,Sporting Goods,Expense,97.81
2023-09-29 16:42:22.362733,Phone Accessory,Income,320.45
2023-09-29 17:36:35.526495,Garden Center,Expense,393.3
2023-09-29 18:51:29.668498,Prescription Meds,Income,266.28
2023-09-29 19:07:17.062685,Sporting Goods,Expense,39.82
2023-09-29 19:34:01.876364,Freelance Work,Income,316.28
2023-09-29 22:10:46.332368,Real Estate Agent Fee,Expense,149.0
2023-09-29 23:08:01.275135,Video Game,Income,421.45
2023-09-29 23:34:58.685559,Bowling Alley,Income,230.86
2023-09-30 01:23:19.053778,Home Insurance,Income,34.78
2023-09-30 02:38:23.959816,Firewood,Income,146.86
2023-09-30 03:05:59.539816,Freight Shipping,Income,443.36
2023-09-30 06:17:01.870137,Laundry Service,Income,323.2
2023-09-30 07:15:59.337217,Investment Brokerage Fee,Income,97.6
2023-09-30 16:39:09.202021,Career Counseling,Expense,34.69
2023-09-30 16:55:19.796477,Car Loan Payment,Expense,204.04
2023-09-30 17:55:33.476186,Pest Control,Income,22.72
2023-09-30 21:41:01.037677,Savings Deposit,Expense,473.4
2023-09-30 23:22:43.045169,Boat Rental,Expense,365.2
2023-10-01 01:07:11.699629,Monthly Rent,Income,161.12
2023-10-01 04:02:10.806244,Window Cleaning,Income,232.54
2023-10-01 05:57:23.854542,Anniversary Gift,Income,388.49
2023-10-01 07:52:55.513218,Home Improvement,Income,229.75
2023-10-01 11:13:48.178973,Computer Purchase,Income,389.83
2023-10-01 13:18:48.107986,Consulting Income,Income,475.47
2023-10-01 13:28:40.877595,Furniture Purchase,Income,84.66
2023-10-01 14:36:14.020095,Pet Grooming,Income,41.65
2023-10-01 16:07:13.194854,Lottery Ticket,Expense,255.68
2023-10-01 16:20:29.215614,Credit Card Payment,Income,209.3
2023-10-01 18:35:24.650659,Private Jet Rental,Income,249.44
2023-10-01 19:39:16.046693,Prescription Meds,Income,414.68
2023-10-01 22:16:31.552025,Overdraft Fee,Expense,426.2
2023-10-01 22:21:56.574224,Career Counseling,Income,39.78
2023-10-01 22:37:19.607160,Course Fees,Expense,291.19
2023-10-02 01:22:20.171847,Car Fuel,Expense,104.02
2023-10-02 03:05:53.607540,Natural Gas Bill,Expense,354.94
2023-10-02 08:50:40.653360,Therapist Session,Income,38.22
2023-10-02 11:27:46.825531,Streaming Service,Expense,105.41
2023-10-02 12:24:09.353491,Luxury Car Lease,Expense,336.14
2023-10-02 13:07:50.709536,Spotify Subscription,Expense,393.72
2023-10-02 13:47:56.594033,Phone Accessory,Expense,430.35
2023-10-02 15:08:28.550219,Golf Course,Expense,253.64
2023-10-02 15:26:02.289204,Hardware Store,Income,476.51
2023-10-02 16:20:30.129944,Home Renovation,Expense,67.07
2023-10-02 19:08:50.452291,Tuition Payment,Expense,422.68
2023-10-02 21:09:36.539824,Bail Bond Payment,Expense,215.08
2023-10-02 21:24:39.085228,Streaming Service,Expense,455.76
2023-10-02 21:38:16.078612,Job Training Fee,Expense,124.49
2023-10-02 21:39:24.571250,Parking Fee,Expense,109.86
2023-10-02 22:04:49.421412,Membership Fee,Expense,45.61
2023-10-02 23:33:26.358931,Life Insurance,Expense,428.91
2023-10-03 04:34:43.110670,Grocery Delivery,Income,51.86
2023-10-03 06:22:28.319800,Art Gallery Purchase,Income,122.84
2023-10-03 09:52:44.938446,Freight Shipping,Income,173.64
2023-10-03 10:23:35.396687,Museum Tickets,Income,300.01
2023-10-03 12:38:13.221546,Tattoo Parlor,Expense,378.58
2023-10-03 14:07:18.456738,Medical Expense,Expense,220.59
2023-10-04 00:15:17.564536,Internet Bill,Income,231.35
2023-10-04 02:45:27.611435,Video Game,Expense,235.36
2023-10-04 05:11:49.823881,Property Tax,Income,277.25
2023-10-04 05:57:10.644893,Festival Tickets,Expense,414.97
2023-10-04 08:50:58.654923,Yacht Charter,Expense,60.64
2023-10-04 09:04:07.384055,Computer Purchase,Income,363.78
2023-10-04 10:18:13.610338,Hotel Stay,Expense,395.74
2023-10-04 10:42:50.429929,Client Meeting Expense,Expense,131.53
2023-10-04 12:02:11.428157,Consulting Income,Expense,61.64
2023-10-04 14:12:09.493812,Textbooks,Income,155.61
2023-10-04 14:40:43.462795,Yacht Charter,Income,234.66
2023-10-04 15:27:52.961580,Side Gig Income,Expense,96.53
2023-10-04 16:26:14.867157,Vacation Home Rental,Income,394.4
2023-10-04 16:26:58.182719,Textbooks,Income,122.41
2023-10-04 16:32:08.095680,Golf Club Membership,Expense,23.24
2023-10-04 22:18:03.741931,Car Repair,Income,199.55
2023-10-04 23:36:10.996876,Car Loan Payment,Expense,382.3
2023-10-05 01:13:11.817292,Library Fee,Income,33.69
2023-10-05 01:41:48.008451,Water Bill,Expense,426.03
2023-10-05 03:20:49.354478,Trust Fund Contribution,Income,148.26
2023-10-05 04:09:58.900942,Luxury Hotel Stay,Income,39.49
2023-10-05 05:31:58.957783,Museum Tickets,Income,215.79
2023-10-05 05:45:10.442106,Bank Service Charge,Expense,340.75
2023-10-05 06:01:48.423681,Vet Bill,Income,48.4
2023-10-05 10:28:54.102062,Luxury Hotel Stay,Expense,372.62
2023-10-05 12:48:33.697441,Home Renovation,Expense,441.11
2023-10-05 13:41:45.447959,Meal Delivery,Expense,142.84
2023-10-05 15:38:00.474520,Natural Gas Bill,Income,261.89
2023-10-05 17:11:08.997205,Insurance Payment,Income,135.08
2023-10-05 17:17:42.528579,Travel Insurance,Income,212.89
2023-10-05 23:50:30.899007,Babysitting Service,Expense,131.51
2023-10-06 00:04:16.027777,Client Meeting Expense,Income,332.68
2023-10-06 02:18:27.181105,Personal Loan Payment,Expense,290.14
2023-10-06 02:24:32.274192,Bail Bond Payment,Expense,48.09
2023-10-06 02:28:17.967683,Theater Tickets,Expense,295.08
2023-10-06 06:11:36.128596,Therapist Session,Income,454.79
2023-10-06 06:51:24.598683,Fishing License,Income,217.46
2023-10-06 06:53:36.972043,Camera Equipment,Income,104.04
2023-10-06 09:04:03.486083,Freight Shipping,Expense,76.85
2023-10-06 09:11:48.623232,Sporting Event,Expense,261.75
2023-10-06 09:58:28.809061,Golf Course,Income,449.64
2023-10-06 12:07:25.490054,Museum Tickets,Income,332.45
2023-10-06 15:47:05.243269,School Supplies,Expense,305.34
2023-10-06 18:45:05.305568,Photography Service,Expense,302.46
2023-10-06 19:14:53.546718,Funeral Expenses,Expense,257.76
2023-10-06 20:00:06.087896,Pet Supplies,Income,393.42
2023-10-06 20:42:12.332306,Job Board Fee,Expense,416.93
2023-10-06 22:33:19.030567,Trash Collection,Expense,110.18
2023-10-06 22:58:20.462006,Bowling Alley,Income,152.18
2023-10-06 23:12:53.082127,Electrician Service,Expense,79.69
2023-10-06 23:54:33.635589,Phone Accessory,Expense,414.27
2023-10-07 00:00:24.861130,Firewood,Expense,469.7
2023-10-07 03:03:01.228455,Fishing License,Expense,219.82
2023-10-07 03:50:48.781707,Photography Service,Expense,454.59
2023-10-07 04:34:47.159823,Moving Service,Expense,271.42
2023-10-07 09:16:02.946458,Vehicle Insurance,Expense,462.21
2023-10-07 10:05:46.518954,Life Insurance,Income,196.73
2023-10-07 10:13:33.025460,Airport Parking,Expense,175.7
2023-10-07 11:11:16.355926,Outdoor Equipment,Expense,313.73
2023-10-07 17:25:11.965312,Hotel Stay,Expense,190.31
2023-10-07 17:40:42.872627,Overdraft Fee,Income,224.59
2023-10-07 22:42:54.747738,Office Supplies,Expense,197.02
2023-10-07 23:57:55.834824,Electricity Bill,Expense,231.39
2023-10-07 23:58:37.104511,Vacation Home Rental,Income,17.45
2023-10-08 02:00:44.595140,Job Board Fee,Expense,436.97
2023-10-08 03:57:09.607182,Business Supplies,Income,434.26
2023-10-08 04:09:41.895738,Mortgage Payment,Income,460.99
2023-10-08 07:42:24.660168,Etsy Purchase,Income,243.08
2023-10-08 08:23:14.084509,Netflix Subscription,Expense,312.31
2023-10-08 12:00:32.559441,Monthly Rent,Income,299.76
2023-10-08 12:45:27.257614,Hotel Stay,Income,151.97
2023-10-08 13:26:22.736321,Water Bill,Expense,469.93
2023-10-08 14:14:59.653424,Window Cleaning,Expense,122.24
2023-10-08 14:27:04.349935,Tattoo Parlor,Expense,477.34
2023-10-08 14:52:56.310286,Roof Repair,Expense,338.68
2023-10-08 15:30:36.510634,Dental Care,Income,410.28
2023-10-08 16:32:44.826357,Department Store,Income,174.68
2023-10-08 17:39:24.301600,Hotel Stay,Income,113.65
2023-10-09 05:05:57.200033,Bail Bond Payment,Income,277.46
2023-10-09 05:26:57.725527,Investment Brokerage Fee,Income,314.43
2023-10-09 08:50:38.014589,Anniversary Gift,Income,110.26
2023-10-09 14:34:09.010339,Subscription Box,Expense,191.03
2023-10-09 17:57:37.165591,Business Supplies,Income,496.12
2023-10-09 19:43:58.914950,Home Appliance,Income,484.88
2023-10-09 21:17:05.842475,Digital Download,Income,452.94
2023-10-10 00:01:33.644707,Firewood,Income,150.04
2023-10-10 01:05:43.608711,Wine Subscription,Expense,491.56
2023-10-10 01:13:14.446431,Job Board Fee,Income,417.74
2023-10-10 03:03:21.053236,Restaurant Dining,Income,459.61
2023-10-10 05:02:02.835412,Art Gallery Purchase,Income,178.47
2023-10-10 08:56:18.369815,Hotel Stay,Expense,46.02
2023-10-10 12:32:02.591160,Fitness Equipment,Income,319.83
2023-10-10 23:50:24.814303,Investment Advisor Fee,Expense,339.95
2023-10-11 04:24:13.832214,Tree Trimming,Expense,260.53
2023-10-11 05:11:45.911259,Moving Service,Expense,447.04
2023-10-11 08:10:07.747738,Computer Purchase,Expense,96.09
2023-10-11 08:53:22.459070,Cell Phone Purchase,Expense,246.58
2023-10-11 09:48:42.146523,Hair Salon,Expense,124.21
2023-10-11 11:28:51.426378,Golf Club Membership,Expense,371.95
2023-10-11 12:53:06.601676,Grocery Delivery,Income,89.02
2023-10-11 14:25:39.926750,Home Renovation,Income,362.4
2023-10-11 18:07:18.289635,Vehicle Insurance,Expense,307.99
2023-10-11 20:49:57.234815,Personal Trainer,Income,122.15
2023-10-11 20:54:18.195999,Donation to Charity,Income,24.3
2023-10-11 23:03:11.466624,Cabin Rental,Expense,444.39
2023-10-12 01:01:37.721707,Golf Course,Expense,227.33
2023-10-12 01:07:06.454309,Legal Fees,Income,175.44
2023-10-12 02:52:14.010207,Yacht Charter,Expense,227.28
2023-10-12 02:58:26.229263,Monthly Rent,Income,200.56
2023-10-12 05:10:08.682343,Restaurant Dining,Expense,389.52
2023-10-12 05:11:10.181985,Golf Club Membership,Expense,460.87
2023-10-12 06:42:54.133717,Property Tax,Expense,127.41
2023-10-12 09:23:45.816082,Pest Control,Expense,430.46
2023-10-12 11:58:03.139036,Hair Salon,Expense,13.82
2023-10-12 17:45:46.986156,Background Check,Income,47.13
2023-10-12 18:07:58.775373,Hotel Stay,Expense,482.38
2023-10-12 19:19:28.777425,Private Jet Rental,Expense,250.91
2023-10-12 20:35:28.553799,Weekend Getaway,Expense,493.79
2023-10-12 23:12:00.289456,Consulting Income,Expense,394.22
2023-10-13 02:08:03.096797,Home Renovation,Expense,140.67
2023-10-13 02:51:43.077538,Bowling Alley,Income,262.89
2023-10-13 03:04:45.681542,Personal Loan Payment,Expense,82.76
2023-10-13 08:03:03.748011,Health Insurance,Expense,223.15
2023-10-13 08:16:20.317299,Credit Report Fee,Income,298.46
2023-10-13 09:48:55.722277,Used Car Purchase,Expense,452.35
2023-10-13 10:23:06.649867,Dental Care,Income,228.62
2023-10-13 10:41:07.296443,Overdraft Fee,Income,97.06
2023-10-13 11:11:59.347512,Streaming Rental,Expense,89.57
2023-10-13 13:15:37.958352,Online Marketplace,Income,336.77
2023-10-13 13:54:49.767244,Garden Center,Income,401.86
2023-10-13 15:04:24.306811,Property Tax,Income,46.13
2023-10-13 16:26:35.124886,Luxury Car Lease,Income,297.5
2023-10-13 18:27:50.757291,Personal Trainer,Income,131.19
2023-10-13 18:58:15.596572,Parking Fee,Expense,190.82
2023-10-13 23:33:05.128877,Home Improvement,Income,180.73
2023-10-14 00:07:14.967412,Travel Insurance,Expense,160.76
2023-10-14 00:30:59.669790,Grocery Store,Income,418.29
2023-10-14 01:12:43.273947,Natural Gas Bill,Expense,317.23
2023-10-14 01:59:04.883679,Vacation Package,Income,106.75
2023-10-14 03:08:20.880344,Birthday Gift,Expense,239.89
2023-10-14 04:11:20.027155,Art Gallery Purchase,Income,489.25
2023-10-14 04:39:32.703041,Sporting Event,Expense,473.54
2023-10-14 06:21:09.168931,Restaurant Dining,Income,40.33
2023-10-14 07:14:19.827479,Etsy Purchase,Income,104.42
2023-10-14 10:07:07.968418,Medical Expense,Expense,63.55
2023-10-14 13:33:44.829394,Doctor Visit,Income,234.58
2023-10-14 15:04:46.416389,Private Jet Rental,Expense,495.89
2023-10-14 16:50:45.617255,Coffee Shop,Income,230.61
2023-10-14 17:10:40.478944,Car Repair,Expense,59.86
2023-10-14 23:09:46.826220,Lottery Ticket,Income,160.09
2023-10-15 06:37:38.295621,Weekend Getaway,Income,266.5
2023-10-15 08:54:05.042674,Etsy Purchase,Income,485.62
2023-10-15 10:09:37.669907,Sporting Event,Income,236.54
2023-10-15 11:50:08.741293,Donation to Charity,Expense,105.9
2023-10-15 11:56:34.188534,Income Tax Payment,Expense,341.84
2023-10-15 12:46:43.212906,Streaming Rental,Expense,222.51
2023-10-15 13:16:45.263966,New Car Purchase,Income,38.8
2023-10-15 13:59:08.213367,Fishing License,Income,166.94
2023-10-15 19:16:00.822603,Consulting Income,Income,147.49
2023-10-15 23:08:57.568641,Car Loan Payment,Income,277.78
2023-10-15 23:10:56.190902,Car Wash,Expense,55.93
2023-10-16 00:49:39.708615,Office Supplies,Expense,292.25
2023-10-16 01:15:06.232656,Firewood,Income,141.21
2023-10-16 01:38:42.627398,Snow Removal,Income,123.96
2023-10-16 03:10:00.518679,Vehicle Insurance,Expense,352.36
2023-10-16 04:01:17.561728,Etsy Purchase,Expense,274.21
2023-10-16 09:58:28.073965,Golf Course,Expense,160.75
2023-10-16 11:33:52.011944,Car Fuel,Income,152.26
2023-10-16 13:11:00.466523,Golf Course,Expense,319.58
2023-10-16 13:15:35.288333,Restaurant Takeout,Expense,406.64
2023-10-16 13:21:34.595551,Hiking Gear,Income,234.9
2023-10-16 13:34:50.889943,Natural Gas Bill,Expense,142.77
2023-10-16 13:40:13.350952,Natural Gas Bill,Income,321.58
2023-10-16 15:13:11.666765,Medical Expense,Expense,221.77
2023-10-16 17:56:40.847876,Boat Rental,Income,381.07
2023-10-16 18:44:04.864104,Charity Event,Expense,396.97
2023-10-16 22:41:12.405722,Storage Unit Rental,Income,418.96
2023-10-17 01:43:39.534529,Bail Bond Payment,Income,279.54
2023-10-17 03:42:23.747161,Pharmacy,Expense,316.86
2023-10-17 04:46:27.768075,Phone Accessory,Expense,293.41
2023-10-17 07:10:51.474182,Pharmacy,Income,372.89
2023-10-17 09:06:45.037020,Holiday Shopping,Income,332.12
2023-10-17 09:58:29.684951,Subscription Box,Income,49.46
2023-10-17 10:34:20.265238,ATM Fee,Income,444.89
2023-10-17 10:47:50.375260,Electrician Service,Expense,261.39
2023-10-17 13:33:55.015736,Personal Trainer,Income,498.0
2023-10-17 14:09:01.905005,Weekend Getaway,Income,307.89
2023-10-17 14:14:11.163349,Wire Transfer Fee,Income,103.44
